# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-24 15:09:42 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03335500 WABASH RIVER AT LAFAYETTE, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03335500
#    DD parameter   Description
#    01   00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00060	01_00060_cd
USGS	03335500	2015-10-13 05:15	EST	2330	P
USGS	03335500	2015-10-13 05:30	EST	2310	P
USGS	03335500	2015-10-13 05:45	EST	2330	P
USGS	03335500	2015-10-13 06:00	EST	2330	P
USGS	03335500	2015-10-13 06:15	EST	2330	P
USGS	03335500	2015-10-13 06:30	EST	2330	P
USGS	03335500	2015-10-13 06:45	EST	2330	P
USGS	03335500	2015-10-13 07:00	EST	2330	P
USGS	03335500	2015-10-13 07:15	EST	2330	P
USGS	03335500	2015-10-13 07:30	EST	2330	P
USGS	03335500	2015-10-13 07:45	EST	2330	P
USGS	03335500	2015-10-13 08:00	EST	2330	P
USGS	03335500	2015-10-13 08:15	EST	2330	P
USGS	03335500	2015-10-13 08:30	EST	2330	P
USGS	03335500	2015-10-13 08:45	EST	2330	P
USGS	03335500	2015-10-13 09:00	EST	2330	P
USGS	03335500	2015-10-13 09:15	EST	2260	P
USGS	03335500	2015-10-13 09:30	EST	2330	P
USGS	03335500	2015-10-13 09:45	EST	2290	P
USGS	03335500	2015-10-13 10:00	EST	2330	P
USGS	03335500	2015-10-13 10:15	EST	2270	P
USGS	03335500	2015-10-13 10:30	EST	2240	P
USGS	03335500	2015-10-13 10:45	EST	2320	P
USGS	03335500	2015-10-13 11:00	EST	2330	P
USGS	03335500	2015-10-13 11:15	EST	2290	P
USGS	03335500	2015-10-13 11:30	EST	2310	P
USGS	03335500	2015-10-13 11:45	EST	2300	P
USGS	03335500	2015-10-13 12:00	EST	2260	P
USGS	03335500	2015-10-13 12:15	EST	2260	P
USGS	03335500	2015-10-13 12:30	EST	2300	P
USGS	03335500	2015-10-13 12:45	EST	2290	P
USGS	03335500	2015-10-13 13:00	EST	2230	P
USGS	03335500	2015-10-13 13:15	EST	2290	P
USGS	03335500	2015-10-13 13:30	EST	2250	P
USGS	03335500	2015-10-13 13:45	EST	2300	P
USGS	03335500	2015-10-13 14:00	EST	2240	P
USGS	03335500	2015-10-13 14:15	EST	2260	P
USGS	03335500	2015-10-13 14:30	EST	2290	P
USGS	03335500	2015-10-13 14:45	EST	2250	P
USGS	03335500	2015-10-13 15:00	EST	2230	P
USGS	03335500	2015-10-13 15:15	EST	2240	P
USGS	03335500	2015-10-13 15:30	EST	2230	P
USGS	03335500	2015-10-13 15:45	EST	2260	P
USGS	03335500	2015-10-13 16:00	EST	2260	P
USGS	03335500	2015-10-13 16:15	EST	2320	P
USGS	03335500	2015-10-13 16:30	EST	2250	P
USGS	03335500	2015-10-13 16:45	EST	2320	P
USGS	03335500	2015-10-13 17:00	EST	2320	P
USGS	03335500	2015-10-13 17:15	EST	2290	P
USGS	03335500	2015-10-13 17:30	EST	2320	P
USGS	03335500	2015-10-13 17:45	EST	2320	P
USGS	03335500	2015-10-13 18:00	EST	2320	P
USGS	03335500	2015-10-13 18:15	EST	2320	P
USGS	03335500	2015-10-13 18:30	EST	2330	P
USGS	03335500	2015-10-13 18:45	EST	2330	P
USGS	03335500	2015-10-13 19:00	EST	2330	P
USGS	03335500	2015-10-13 19:15	EST	2320	P
USGS	03335500	2015-10-13 19:30	EST	2330	P
USGS	03335500	2015-10-13 19:45	EST	2330	P
USGS	03335500	2015-10-13 20:00	EST	2330	P
USGS	03335500	2015-10-13 20:15	EST	2330	P
USGS	03335500	2015-10-13 20:30	EST	2330	P
USGS	03335500	2015-10-13 20:45	EST	2330	P
USGS	03335500	2015-10-13 21:00	EST	2330	P
USGS	03335500	2015-10-13 21:15	EST	2330	P
USGS	03335500	2015-10-13 21:30	EST	2330	P
USGS	03335500	2015-10-13 21:45	EST	2330	P
USGS	03335500	2015-10-13 22:00	EST	2330	P
USGS	03335500	2015-10-13 22:15	EST	2330	P
USGS	03335500	2015-10-13 22:30	EST	2330	P
USGS	03335500	2015-10-13 22:45	EST	2330	P
USGS	03335500	2015-10-13 23:00	EST	2330	P
USGS	03335500	2015-10-13 23:15	EST	2330	P
USGS	03335500	2015-10-13 23:30	EST	2330	P
USGS	03335500	2015-10-13 23:45	EST	2330	P
USGS	03335500	2015-10-14 00:00	EST	2330	P
USGS	03335500	2015-10-14 00:15	EST	2320	P
USGS	03335500	2015-10-14 00:30	EST	2330	P
USGS	03335500	2015-10-14 00:45	EST	2320	P
USGS	03335500	2015-10-14 01:00	EST	2320	P
USGS	03335500	2015-10-14 01:15	EST	2320	P
USGS	03335500	2015-10-14 01:30	EST	2330	P
USGS	03335500	2015-10-14 01:45	EST	2320	P
USGS	03335500	2015-10-14 02:00	EST	2320	P
USGS	03335500	2015-10-14 02:15	EST	2330	P
USGS	03335500	2015-10-14 02:30	EST	2320	P
USGS	03335500	2015-10-14 02:45	EST	2320	P
USGS	03335500	2015-10-14 03:00	EST	2290	P
USGS	03335500	2015-10-14 03:15	EST	2300	P
USGS	03335500	2015-10-14 03:30	EST	2320	P
USGS	03335500	2015-10-14 03:45	EST	2310	P
USGS	03335500	2015-10-14 04:00	EST	2310	P
USGS	03335500	2015-10-14 04:15	EST	2310	P
USGS	03335500	2015-10-14 04:30	EST	2270	P
USGS	03335500	2015-10-14 04:45	EST	2240	P
USGS	03335500	2015-10-14 05:00	EST	2260	P
USGS	03335500	2015-10-14 05:15	EST	2220	P
USGS	03335500	2015-10-14 05:30	EST	2310	P
USGS	03335500	2015-10-14 05:45	EST	2290	P
USGS	03335500	2015-10-14 06:00	EST	2260	P
USGS	03335500	2015-10-14 06:15	EST	2260	P
USGS	03335500	2015-10-14 06:30	EST	2240	P
USGS	03335500	2015-10-14 06:45	EST	2320	P
USGS	03335500	2015-10-14 07:00	EST	2320	P
USGS	03335500	2015-10-14 07:15	EST	2270	P
USGS	03335500	2015-10-14 07:30	EST	2320	P
USGS	03335500	2015-10-14 07:45	EST	2320	P
USGS	03335500	2015-10-14 08:00	EST	2270	P
USGS	03335500	2015-10-14 08:15	EST	2310	P
USGS	03335500	2015-10-14 08:30	EST	2230	P
USGS	03335500	2015-10-14 08:45	EST	2240	P
USGS	03335500	2015-10-14 09:00	EST	2290	P
USGS	03335500	2015-10-14 09:15	EST	2310	P
USGS	03335500	2015-10-14 09:30	EST	2320	P
USGS	03335500	2015-10-14 09:45	EST	2310	P
USGS	03335500	2015-10-14 10:00	EST	2310	P
USGS	03335500	2015-10-14 10:15	EST	2310	P
USGS	03335500	2015-10-14 10:30	EST	2310	P
USGS	03335500	2015-10-14 10:45	EST	2300	P
USGS	03335500	2015-10-14 11:00	EST	2210	P
USGS	03335500	2015-10-14 11:15	EST	2220	P
USGS	03335500	2015-10-14 11:30	EST	2210	P
USGS	03335500	2015-10-14 11:45	EST	2210	P
USGS	03335500	2015-10-14 12:00	EST	2210	P
USGS	03335500	2015-10-14 12:15	EST	2220	P
USGS	03335500	2015-10-14 12:30	EST	2220	P
USGS	03335500	2015-10-14 12:45	EST	2240	P
USGS	03335500	2015-10-14 13:00	EST	2240	P
USGS	03335500	2015-10-14 13:15	EST	2240	P
USGS	03335500	2015-10-14 13:30	EST	2220	P
USGS	03335500	2015-10-14 13:45	EST	2220	P
USGS	03335500	2015-10-14 14:00	EST	2220	P
USGS	03335500	2015-10-14 14:15	EST	2180	P
USGS	03335500	2015-10-14 14:30	EST	2190	P
USGS	03335500	2015-10-14 14:45	EST	2210	P
USGS	03335500	2015-10-14 15:00	EST	2170	P
USGS	03335500	2015-10-14 15:15	EST	2180	P
USGS	03335500	2015-10-14 15:30	EST	2220	P
USGS	03335500	2015-10-14 15:45	EST	2180	P
USGS	03335500	2015-10-14 16:00	EST	2260	P
USGS	03335500	2015-10-14 16:15	EST	2190	P
USGS	03335500	2015-10-14 16:30	EST	2190	P
USGS	03335500	2015-10-14 16:45	EST	2260	P
USGS	03335500	2015-10-14 17:00	EST	2210	P
USGS	03335500	2015-10-14 17:15	EST	2180	P
USGS	03335500	2015-10-14 17:30	EST	2230	P
USGS	03335500	2015-10-14 17:45	EST	2290	P
USGS	03335500	2015-10-14 18:00	EST	2290	P
USGS	03335500	2015-10-14 18:15	EST	2250	P
USGS	03335500	2015-10-14 18:30	EST	2270	P
USGS	03335500	2015-10-14 18:45	EST	2290	P
USGS	03335500	2015-10-14 19:00	EST	2290	P
USGS	03335500	2015-10-14 19:15	EST	2290	P
USGS	03335500	2015-10-14 19:30	EST	2290	P
USGS	03335500	2015-10-14 19:45	EST	2290	P
USGS	03335500	2015-10-14 20:00	EST	2290	P
USGS	03335500	2015-10-14 20:15	EST	2290	P
USGS	03335500	2015-10-14 20:30	EST	2290	P
USGS	03335500	2015-10-14 20:45	EST	2290	P
USGS	03335500	2015-10-14 21:00	EST	2290	P
USGS	03335500	2015-10-14 21:15	EST	2290	P
USGS	03335500	2015-10-14 21:30	EST	2290	P
USGS	03335500	2015-10-14 21:45	EST	2270	P
USGS	03335500	2015-10-14 22:00	EST	2270	P
USGS	03335500	2015-10-14 22:15	EST	2270	P
USGS	03335500	2015-10-14 22:30	EST	2270	P
USGS	03335500	2015-10-14 22:45	EST	2270	P
USGS	03335500	2015-10-14 23:00	EST	2270	P
USGS	03335500	2015-10-14 23:15	EST	2270	P
USGS	03335500	2015-10-14 23:30	EST	2260	P
USGS	03335500	2015-10-14 23:45	EST	2270	P
USGS	03335500	2015-10-15 00:00	EST	2260	P
USGS	03335500	2015-10-15 00:15	EST	2260	P
USGS	03335500	2015-10-15 00:30	EST	2270	P
USGS	03335500	2015-10-15 00:45	EST	2250	P
USGS	03335500	2015-10-15 01:00	EST	2260	P
USGS	03335500	2015-10-15 01:15	EST	2240	P
USGS	03335500	2015-10-15 01:30	EST	2260	P
USGS	03335500	2015-10-15 01:45	EST	2250	P
USGS	03335500	2015-10-15 02:00	EST	2250	P
USGS	03335500	2015-10-15 02:15	EST	2250	P
USGS	03335500	2015-10-15 02:30	EST	2250	P
USGS	03335500	2015-10-15 02:45	EST	2250	P
USGS	03335500	2015-10-15 03:00	EST	2250	P
USGS	03335500	2015-10-15 03:15	EST	2250	P
USGS	03335500	2015-10-15 03:30	EST	2250	P
USGS	03335500	2015-10-15 03:45	EST	2240	P
USGS	03335500	2015-10-15 04:00	EST	2250	P
USGS	03335500	2015-10-15 04:15	EST	2240	P
USGS	03335500	2015-10-15 04:30	EST	2240	P
USGS	03335500	2015-10-15 04:45	EST	2230	P
USGS	03335500	2015-10-15 05:00	EST	2240	P
USGS	03335500	2015-10-15 05:15	EST	2190	P
USGS	03335500	2015-10-15 05:30	EST	2230	P
USGS	03335500	2015-10-15 05:45	EST	2230	P
USGS	03335500	2015-10-15 06:00	EST	2230	P
USGS	03335500	2015-10-15 06:15	EST	2220	P
USGS	03335500	2015-10-15 06:30	EST	2230	P
USGS	03335500	2015-10-15 06:45	EST	2160	P
USGS	03335500	2015-10-15 07:00	EST	2220	P
USGS	03335500	2015-10-15 07:15	EST	2220	P
USGS	03335500	2015-10-15 07:30	EST	2220	P
USGS	03335500	2015-10-15 07:45	EST	2220	P
USGS	03335500	2015-10-15 08:00	EST	2150	P
USGS	03335500	2015-10-15 08:15	EST	2120	P
USGS	03335500	2015-10-15 08:30	EST	2130	P
USGS	03335500	2015-10-15 08:45	EST	2160	P
USGS	03335500	2015-10-15 09:00	EST	2140	P
USGS	03335500	2015-10-15 09:15	EST	2140	P
USGS	03335500	2015-10-15 09:30	EST	2100	P
USGS	03335500	2015-10-15 09:45	EST	2130	P
USGS	03335500	2015-10-15 10:00	EST	2120	P
USGS	03335500	2015-10-15 10:15	EST	2140	P
USGS	03335500	2015-10-15 10:30	EST	2140	P
USGS	03335500	2015-10-15 10:45	EST	2120	P
USGS	03335500	2015-10-15 11:00	EST	2120	P
USGS	03335500	2015-10-15 11:15	EST	2090	P
USGS	03335500	2015-10-15 11:30	EST	2120	P
USGS	03335500	2015-10-15 11:45	EST	2130	P
USGS	03335500	2015-10-15 12:00	EST	2140	P
USGS	03335500	2015-10-15 12:15	EST	2100	P
USGS	03335500	2015-10-15 12:30	EST	2100	P
USGS	03335500	2015-10-15 12:45	EST	2120	P
USGS	03335500	2015-10-15 13:00	EST	2100	P
USGS	03335500	2015-10-15 13:15	EST	2080	P
USGS	03335500	2015-10-15 13:30	EST	2100	P
USGS	03335500	2015-10-15 13:45	EST	2100	P
USGS	03335500	2015-10-15 14:00	EST	2150	P
USGS	03335500	2015-10-15 14:15	EST	2100	P
USGS	03335500	2015-10-15 14:30	EST	2120	P
USGS	03335500	2015-10-15 14:45	EST	2090	P
USGS	03335500	2015-10-15 15:00	EST	2130	P
USGS	03335500	2015-10-15 15:15	EST	2130	P
USGS	03335500	2015-10-15 15:30	EST	2120	P
USGS	03335500	2015-10-15 15:45	EST	2140	P
USGS	03335500	2015-10-15 16:00	EST	2120	P
USGS	03335500	2015-10-15 16:15	EST	2090	P
USGS	03335500	2015-10-15 16:30	EST	2150	P
USGS	03335500	2015-10-15 16:45	EST	2120	P
USGS	03335500	2015-10-15 17:00	EST	2160	P
USGS	03335500	2015-10-15 17:15	EST	2150	P
USGS	03335500	2015-10-15 17:30	EST	2170	P
USGS	03335500	2015-10-15 17:45	EST	2180	P
USGS	03335500	2015-10-15 18:00	EST	2190	P
USGS	03335500	2015-10-15 18:15	EST	2170	P
USGS	03335500	2015-10-15 18:30	EST	2180	P
USGS	03335500	2015-10-15 18:45	EST	2190	P
USGS	03335500	2015-10-15 19:00	EST	2190	P
USGS	03335500	2015-10-15 19:15	EST	2190	P
USGS	03335500	2015-10-15 19:30	EST	2190	P
USGS	03335500	2015-10-15 19:45	EST	2180	P
USGS	03335500	2015-10-15 20:00	EST	2150	P
USGS	03335500	2015-10-15 20:15	EST	2130	P
USGS	03335500	2015-10-15 20:30	EST	2120	P
USGS	03335500	2015-10-15 20:45	EST	2100	P
USGS	03335500	2015-10-15 21:00	EST	2130	P
USGS	03335500	2015-10-15 21:15	EST	2160	P
USGS	03335500	2015-10-15 21:30	EST	2190	P
USGS	03335500	2015-10-15 21:45	EST	2170	P
USGS	03335500	2015-10-15 22:00	EST	2160	P
USGS	03335500	2015-10-15 22:15	EST	2190	P
USGS	03335500	2015-10-15 22:30	EST	2190	P
USGS	03335500	2015-10-15 22:45	EST	2190	P
USGS	03335500	2015-10-15 23:00	EST	2180	P
USGS	03335500	2015-10-15 23:15	EST	2180	P
USGS	03335500	2015-10-15 23:30	EST	2180	P
USGS	03335500	2015-10-15 23:45	EST	2180	P
USGS	03335500	2015-10-16 00:00	EST	2190	P
USGS	03335500	2015-10-16 00:15	EST	2180	P
USGS	03335500	2015-10-16 00:30	EST	2180	P
USGS	03335500	2015-10-16 00:45	EST	2180	P
USGS	03335500	2015-10-16 01:00	EST	2180	P
USGS	03335500	2015-10-16 01:15	EST	2180	P
USGS	03335500	2015-10-16 01:30	EST	2180	P
USGS	03335500	2015-10-16 01:45	EST	2170	P
USGS	03335500	2015-10-16 02:00	EST	2170	P
USGS	03335500	2015-10-16 02:15	EST	2160	P
USGS	03335500	2015-10-16 02:30	EST	2170	P
USGS	03335500	2015-10-16 02:45	EST	2160	P
USGS	03335500	2015-10-16 03:00	EST	2100	P
USGS	03335500	2015-10-16 03:15	EST	2140	P
USGS	03335500	2015-10-16 03:30	EST	2150	P
USGS	03335500	2015-10-16 03:45	EST	2080	P
USGS	03335500	2015-10-16 04:00	EST	2080	P
USGS	03335500	2015-10-16 04:15	EST	2060	P
USGS	03335500	2015-10-16 04:30	EST	2060	P
USGS	03335500	2015-10-16 04:45	EST	2070	P
USGS	03335500	2015-10-16 05:00	EST	2120	P
USGS	03335500	2015-10-16 05:15	EST	2080	P
USGS	03335500	2015-10-16 05:30	EST	2080	P
USGS	03335500	2015-10-16 05:45	EST	2080	P
USGS	03335500	2015-10-16 06:00	EST	2060	P
USGS	03335500	2015-10-16 06:15	EST	2060	P
USGS	03335500	2015-10-16 06:30	EST	2120	P
USGS	03335500	2015-10-16 06:45	EST	2120	P
USGS	03335500	2015-10-16 07:00	EST	2120	P
USGS	03335500	2015-10-16 07:15	EST	2070	P
USGS	03335500	2015-10-16 07:30	EST	2120	P
USGS	03335500	2015-10-16 07:45	EST	2060	P
USGS	03335500	2015-10-16 08:00	EST	2030	P
USGS	03335500	2015-10-16 08:15	EST	2030	P
USGS	03335500	2015-10-16 08:30	EST	2050	P
USGS	03335500	2015-10-16 08:45	EST	2090	P
USGS	03335500	2015-10-16 09:00	EST	2090	P
USGS	03335500	2015-10-16 09:15	EST	2090	P
USGS	03335500	2015-10-16 09:30	EST	2080	P
USGS	03335500	2015-10-16 09:45	EST	2080	P
USGS	03335500	2015-10-16 10:00	EST	1980	P
USGS	03335500	2015-10-16 10:15	EST	2070	P
USGS	03335500	2015-10-16 10:30	EST	2070	P
USGS	03335500	2015-10-16 10:45	EST	2070	P
USGS	03335500	2015-10-16 11:00	EST	2060	P
USGS	03335500	2015-10-16 11:15	EST	2020	P
USGS	03335500	2015-10-16 11:30	EST	2040	P
USGS	03335500	2015-10-16 11:45	EST	1940	P
USGS	03335500	2015-10-16 12:00	EST	1980	P
USGS	03335500	2015-10-16 12:15	EST	1940	P
USGS	03335500	2015-10-16 12:30	EST	1970	P
USGS	03335500	2015-10-16 12:45	EST	1990	P
USGS	03335500	2015-10-16 13:00	EST	1950	P
USGS	03335500	2015-10-16 13:15	EST	1980	P
USGS	03335500	2015-10-16 13:30	EST	1940	P
USGS	03335500	2015-10-16 13:45	EST	1940	P
USGS	03335500	2015-10-16 14:00	EST	1960	P
USGS	03335500	2015-10-16 14:15	EST	1990	P
USGS	03335500	2015-10-16 14:30	EST	1940	P
USGS	03335500	2015-10-16 14:45	EST	1940	P
USGS	03335500	2015-10-16 15:00	EST	1910	P
USGS	03335500	2015-10-16 15:15	EST	1950	P
USGS	03335500	2015-10-16 15:30	EST	1950	P
USGS	03335500	2015-10-16 15:45	EST	1970	P
USGS	03335500	2015-10-16 16:00	EST	1930	P
USGS	03335500	2015-10-16 16:15	EST	1940	P
USGS	03335500	2015-10-16 16:30	EST	1950	P
USGS	03335500	2015-10-16 16:45	EST	1960	P
USGS	03335500	2015-10-16 17:00	EST	1980	P
USGS	03335500	2015-10-16 17:15	EST	1950	P
USGS	03335500	2015-10-16 17:30	EST	1970	P
USGS	03335500	2015-10-16 17:45	EST	1960	P
USGS	03335500	2015-10-16 18:00	EST	2030	P
USGS	03335500	2015-10-16 18:15	EST	1970	P
USGS	03335500	2015-10-16 18:30	EST	2030	P
USGS	03335500	2015-10-16 18:45	EST	2020	P
USGS	03335500	2015-10-16 19:00	EST	2020	P
USGS	03335500	2015-10-16 19:15	EST	2020	P
USGS	03335500	2015-10-16 19:30	EST	2020	P
USGS	03335500	2015-10-16 19:45	EST	2030	P
USGS	03335500	2015-10-16 20:00	EST	2020	P
USGS	03335500	2015-10-16 20:15	EST	2030	P
USGS	03335500	2015-10-16 20:30	EST	2030	P
USGS	03335500	2015-10-16 20:45	EST	2030	P
USGS	03335500	2015-10-16 21:00	EST	2020	P
USGS	03335500	2015-10-16 21:15	EST	2030	P
USGS	03335500	2015-10-16 21:30	EST	2020	P
USGS	03335500	2015-10-16 21:45	EST	2020	P
USGS	03335500	2015-10-16 22:00	EST	2020	P
USGS	03335500	2015-10-16 22:15	EST	2020	P
USGS	03335500	2015-10-16 22:30	EST	2020	P
USGS	03335500	2015-10-16 22:45	EST	2010	P
USGS	03335500	2015-10-16 23:00	EST	2010	P
USGS	03335500	2015-10-16 23:15	EST	1990	P
USGS	03335500	2015-10-16 23:30	EST	2020	P
USGS	03335500	2015-10-16 23:45	EST	2010	P
USGS	03335500	2015-10-17 00:00	EST	1990	P
USGS	03335500	2015-10-17 00:15	EST	2020	P
USGS	03335500	2015-10-17 00:30	EST	1990	P
USGS	03335500	2015-10-17 00:45	EST	1990	P
USGS	03335500	2015-10-17 01:00	EST	2010	P
USGS	03335500	2015-10-17 01:15	EST	2010	P
USGS	03335500	2015-10-17 01:30	EST	1990	P
USGS	03335500	2015-10-17 01:45	EST	1980	P
USGS	03335500	2015-10-17 02:00	EST	1980	P
USGS	03335500	2015-10-17 02:15	EST	1990	P
USGS	03335500	2015-10-17 02:30	EST	1980	P
USGS	03335500	2015-10-17 02:45	EST	1980	P
USGS	03335500	2015-10-17 03:00	EST	1950	P
USGS	03335500	2015-10-17 03:15	EST	1980	P
USGS	03335500	2015-10-17 03:30	EST	1970	P
USGS	03335500	2015-10-17 03:45	EST	1980	P
USGS	03335500	2015-10-17 04:00	EST	1970	P
USGS	03335500	2015-10-17 04:15	EST	1970	P
USGS	03335500	2015-10-17 04:30	EST	1960	P
USGS	03335500	2015-10-17 04:45	EST	1940	P
USGS	03335500	2015-10-17 05:00	EST	1940	P
USGS	03335500	2015-10-17 05:15	EST	1910	P
USGS	03335500	2015-10-17 05:30	EST	1930	P
USGS	03335500	2015-10-17 05:45	EST	1960	P
USGS	03335500	2015-10-17 06:00	EST	1950	P
USGS	03335500	2015-10-17 06:15	EST	1950	P
USGS	03335500	2015-10-17 06:30	EST	1950	P
USGS	03335500	2015-10-17 06:45	EST	1960	P
USGS	03335500	2015-10-17 07:00	EST	1950	P
USGS	03335500	2015-10-17 07:15	EST	1960	P
USGS	03335500	2015-10-17 07:30	EST	1950	P
USGS	03335500	2015-10-17 07:45	EST	1950	P
USGS	03335500	2015-10-17 08:00	EST	1950	P
USGS	03335500	2015-10-17 08:15	EST	1930	P
USGS	03335500	2015-10-17 08:30	EST	1930	P
USGS	03335500	2015-10-17 08:45	EST	1910	P
USGS	03335500	2015-10-17 09:00	EST	1940	P
USGS	03335500	2015-10-17 09:15	EST	1870	P
USGS	03335500	2015-10-17 09:30	EST	1910	P
USGS	03335500	2015-10-17 09:45	EST	1880	P
USGS	03335500	2015-10-17 10:00	EST	1870	P
USGS	03335500	2015-10-17 10:15	EST	1840	P
USGS	03335500	2015-10-17 10:30	EST	1870	P
USGS	03335500	2015-10-17 10:45	EST	1830	P
USGS	03335500	2015-10-17 11:00	EST	1870	P
USGS	03335500	2015-10-17 11:15	EST	1840	P
USGS	03335500	2015-10-17 11:30	EST	1840	P
USGS	03335500	2015-10-17 11:45	EST	1860	P
USGS	03335500	2015-10-17 12:00	EST	1870	P
USGS	03335500	2015-10-17 12:15	EST	1830	P
USGS	03335500	2015-10-17 12:30	EST	1870	P
USGS	03335500	2015-10-17 12:45	EST	1870	P
USGS	03335500	2015-10-17 13:00	EST	1870	P
USGS	03335500	2015-10-17 13:15	EST	1830	P
USGS	03335500	2015-10-17 13:30	EST	1840	P
USGS	03335500	2015-10-17 13:45	EST	1840	P
USGS	03335500	2015-10-17 14:00	EST	1810	P
USGS	03335500	2015-10-17 14:15	EST	1860	P
USGS	03335500	2015-10-17 14:30	EST	1820	P
USGS	03335500	2015-10-17 14:45	EST	1830	P
USGS	03335500	2015-10-17 15:00	EST	1840	P
USGS	03335500	2015-10-17 15:15	EST	1860	P
USGS	03335500	2015-10-17 15:30	EST	1840	P
USGS	03335500	2015-10-17 15:45	EST	1830	P
USGS	03335500	2015-10-17 16:00	EST	1830	P
USGS	03335500	2015-10-17 16:15	EST	1870	P
USGS	03335500	2015-10-17 16:30	EST	1810	P
USGS	03335500	2015-10-17 16:45	EST	1860	P
USGS	03335500	2015-10-17 17:00	EST	1840	P
USGS	03335500	2015-10-17 17:15	EST	1880	P
USGS	03335500	2015-10-17 17:30	EST	1830	P
USGS	03335500	2015-10-17 17:45	EST	1900	P
USGS	03335500	2015-10-17 18:00	EST	1930	P
USGS	03335500	2015-10-17 18:15	EST	1930	P
USGS	03335500	2015-10-17 18:30	EST	1930	P
USGS	03335500	2015-10-17 18:45	EST	1920	P
USGS	03335500	2015-10-17 19:00	EST	1930	P
USGS	03335500	2015-10-17 19:15	EST	1930	P
USGS	03335500	2015-10-17 19:30	EST	1920	P
USGS	03335500	2015-10-17 19:45	EST	1930	P
USGS	03335500	2015-10-17 20:00	EST	1930	P
USGS	03335500	2015-10-17 20:15	EST	1930	P
USGS	03335500	2015-10-17 20:30	EST	1940	P
USGS	03335500	2015-10-17 20:45	EST	1940	P
USGS	03335500	2015-10-17 21:00	EST	1930	P
USGS	03335500	2015-10-17 21:15	EST	1930	P
USGS	03335500	2015-10-17 21:30	EST	1930	P
USGS	03335500	2015-10-17 21:45	EST	1940	P
USGS	03335500	2015-10-17 22:00	EST	1930	P
USGS	03335500	2015-10-17 22:15	EST	1930	P
USGS	03335500	2015-10-17 22:30	EST	1930	P
USGS	03335500	2015-10-17 22:45	EST	1930	P
USGS	03335500	2015-10-17 23:00	EST	1930	P
USGS	03335500	2015-10-17 23:15	EST	1940	P
USGS	03335500	2015-10-17 23:30	EST	1950	P
USGS	03335500	2015-10-17 23:45	EST	1940	P
USGS	03335500	2015-10-18 00:00	EST	1940	P
USGS	03335500	2015-10-18 00:15	EST	1940	P
USGS	03335500	2015-10-18 00:30	EST	1950	P
USGS	03335500	2015-10-18 00:45	EST	1940	P
USGS	03335500	2015-10-18 01:00	EST	1940	P
USGS	03335500	2015-10-18 01:15	EST	1930	P
USGS	03335500	2015-10-18 01:30	EST	1900	P
USGS	03335500	2015-10-18 01:45	EST	1920	P
USGS	03335500	2015-10-18 02:00	EST	1870	P
USGS	03335500	2015-10-18 02:15	EST	1930	P
USGS	03335500	2015-10-18 02:30	EST	1950	P
USGS	03335500	2015-10-18 02:45	EST	1950	P
USGS	03335500	2015-10-18 03:00	EST	1960	P
USGS	03335500	2015-10-18 03:15	EST	1920	P
USGS	03335500	2015-10-18 03:30	EST	1970	P
USGS	03335500	2015-10-18 03:45	EST	1930	P
USGS	03335500	2015-10-18 04:00	EST	1950	P
USGS	03335500	2015-10-18 04:15	EST	1970	P
USGS	03335500	2015-10-18 04:30	EST	1940	P
USGS	03335500	2015-10-18 04:45	EST	1970	P
USGS	03335500	2015-10-18 05:00	EST	1950	P
USGS	03335500	2015-10-18 05:15	EST	1980	P
USGS	03335500	2015-10-18 05:30	EST	1980	P
USGS	03335500	2015-10-18 05:45	EST	1980	P
USGS	03335500	2015-10-18 06:00	EST	1980	P
USGS	03335500	2015-10-18 06:15	EST	1950	P
USGS	03335500	2015-10-18 06:30	EST	1940	P
USGS	03335500	2015-10-18 06:45	EST	1960	P
USGS	03335500	2015-10-18 07:00	EST	1960	P
USGS	03335500	2015-10-18 07:15	EST	1990	P
USGS	03335500	2015-10-18 07:30	EST	1930	P
USGS	03335500	2015-10-18 07:45	EST	1930	P
USGS	03335500	2015-10-18 08:00	EST	1950	P
USGS	03335500	2015-10-18 08:15	EST	1940	P
USGS	03335500	2015-10-18 08:30	EST	1930	P
USGS	03335500	2015-10-18 08:45	EST	1930	P
USGS	03335500	2015-10-18 09:00	EST	1930	P
USGS	03335500	2015-10-18 09:15	EST	1930	P
USGS	03335500	2015-10-18 09:30	EST	1950	P
USGS	03335500	2015-10-18 09:45	EST	1950	P
USGS	03335500	2015-10-18 10:00	EST	2040	P
USGS	03335500	2015-10-18 10:15	EST	2030	P
